"institution_storing","nRecords","pRecords","RecordType","FilterType","cumFrac"
"Zoological Survey of India, Southern Regional Centre",2,1.08580816158563e-06,"derep","Any location",0.999932136989901
"Agricultural Institute of Slovenia",1,5.42904080792814e-07,"derep","Any location",0.999932679893982
"Arctic Alpine Collection",1,5.42904080792814e-07,"derep","Any location",0.999933222798063
"Arizona State University",1,5.42904080792814e-07,"derep","Any location",0.999933765702143
"Auckland War Memorial Museum",1,5.42904080792814e-07,"derep","Any location",0.999934308606224
"Bernice Pauahi Bishop Museum",1,5.42904080792814e-07,"derep","Any location",0.999934851510305
"Chickamauga and Chattanooga National Military Park",1,5.42904080792814e-07,"derep","Any location",0.999935394414386
"Chulalongkorn University",1,5.42904080792814e-07,"derep","Any location",0.999935937318466
"College of the North Atlantic, Carbonear",1,5.42904080792814e-07,"derep","Any location",0.999936480222547
"Grigore Antipa National Museum of Natural History",1,5.42904080792814e-07,"derep","Any location",0.999937023126628
"Harvard University",1,5.42904080792814e-07,"derep","Any location",0.999937566030709
"Hawaii Volcanoes National Park Insect Collection",1,5.42904080792814e-07,"derep","Any location",0.99993810893479
"Hokkaido University, Entomological Institute",1,5.42904080792814e-07,"derep","Any location",0.99993865183887
"Indian Institute of Horticultural Research",1,5.42904080792814e-07,"derep","Any location",0.999939194742951
"John Innes Centre",1,5.42904080792814e-07,"derep","Any location",0.999939737647032
"John Sandberg Stonefly Collection",1,5.42904080792814e-07,"derep","Any location",0.999940280551113
"Kansas State University, Department of Entomology",1,5.42904080792814e-07,"derep","Any location",0.999940823455194
"King Khalid University",1,5.42904080792814e-07,"derep","Any location",0.999941366359274
"Kyoto Prefectural University",1,5.42904080792814e-07,"derep","Any location",0.999941909263355
"Laboratorio Nacional de Computacao Cientifica",1,5.42904080792814e-07,"derep","Any location",0.999942452167436
"Lund University, Lund Museum of Zoology",1,5.42904080792814e-07,"derep","Any location",0.999942995071517
"Museo Civico di Storia Naturale, Genova",1,5.42904080792814e-07,"derep","Any location",0.999943537975598
"National Museum of the Philippines",1,5.42904080792814e-07,"derep","Any location",0.999944080879678
"National Museum, Prague",1,5.42904080792814e-07,"derep","Any location",0.999944623783759
"National Sun Yat-Sen University",1,5.42904080792814e-07,"derep","Any location",0.99994516668784
"Natural History Museum Vienna, Research Collection",1,5.42904080792814e-07,"derep","Any location",0.999945709591921
"Naturalis Biodiversity Centre, Zoology Collections",1,5.42904080792814e-07,"derep","Any location",0.999946252496001
"Nature Metrics Ltd.",1,5.42904080792814e-07,"derep","Any location",0.999946795400082
"Ninety Six National Historic Site",1,5.42904080792814e-07,"derep","Any location",0.999947338304163
"Private Collection of H. Haraldseide",1,5.42904080792814e-07,"derep","Any location",0.999947881208244
"Purdue University",1,5.42904080792814e-07,"derep","Any location",0.999948424112325
"Quaid i Azam University",1,5.42904080792814e-07,"derep","Any location",0.999948967016405
"Queensland Government, Dept. of Employment, Economic Development and Innovation",1,5.42904080792814e-07,"derep","Any location",0.999949509920486
"Research Collection of A. Exposito",1,5.42904080792814e-07,"derep","Any location",0.999950052824567
"Research Collection of A. Mayr",1,5.42904080792814e-07,"derep","Any location",0.999950595728648
"Research Collection of Andrew Graham",1,5.42904080792814e-07,"derep","Any location",0.999951138632729
"Research Collection of Andrew Russell",1,5.42904080792814e-07,"derep","Any location",0.999951681536809
"Research Collection of Antonio Verdugo Paez",1,5.42904080792814e-07,"derep","Any location",0.99995222444089
"Research Collection of Armin Hauenstein",1,5.42904080792814e-07,"derep","Any location",0.999952767344971
"Research Collection of Bernd May",1,5.42904080792814e-07,"derep","Any location",0.999953310249052
"Research Collection of Christer Hansson",1,5.42904080792814e-07,"derep","Any location",0.999953853153133
"Research Collection of Claudio Flamigni",1,5.42904080792814e-07,"derep","Any location",0.999954396057213
"Research Collection of Colin Plant",1,5.42904080792814e-07,"derep","Any location",0.999954938961294
"Research Collection of Dave Rolfe",1,5.42904080792814e-07,"derep","Any location",0.999955481865375
"Research Collection of E. H. Metzler",1,5.42904080792814e-07,"derep","Any location",0.999956024769456
"Research Collection of Fred Goussey",1,5.42904080792814e-07,"derep","Any location",0.999956567673537
"Research Collection of Frederic Beneluz",1,5.42904080792814e-07,"derep","Any location",0.999957110577617
"Research Collection of Georg Stiegel",1,5.42904080792814e-07,"derep","Any location",0.999957653481698
"Research Collection of George Else",1,5.42904080792814e-07,"derep","Any location",0.999958196385779
"Research Collection of George Ohrant",1,5.42904080792814e-07,"derep","Any location",0.99995873928986
"Research Collection of Hans Loebel",1,5.42904080792814e-07,"derep","Any location",0.99995928219394
"Research Collection of Harry Fay",1,5.42904080792814e-07,"derep","Any location",0.999959825098021
"Research Collection of Hartmut Wegner",1,5.42904080792814e-07,"derep","Any location",0.999960368002102
"Research Collection of Heinz Bussler",1,5.42904080792814e-07,"derep","Any location",0.999960910906183
"Research Collection of Hossein Rajaei",1,5.42904080792814e-07,"derep","Any location",0.999961453810264
"Research Collection of Iva Mihoci",1,5.42904080792814e-07,"derep","Any location",0.999961996714344
"Research Collection of J. Kahanpaeae",1,5.42904080792814e-07,"derep","Any location",0.999962539618425
"Research Collection of J. Koistinen",1,5.42904080792814e-07,"derep","Any location",0.999963082522506
"Research Collection of J. Nel",1,5.42904080792814e-07,"derep","Any location",0.999963625426587
"Research Collection of J. Salmela",1,5.42904080792814e-07,"derep","Any location",0.999964168330668
"Research Collection of Jaakko Karvonen",1,5.42904080792814e-07,"derep","Any location",0.999964711234748
"Research Collection of Jae-Cheon Sohn",1,5.42904080792814e-07,"derep","Any location",0.999965254138829
"Research Collection of John Hyatt",1,5.42904080792814e-07,"derep","Any location",0.99996579704291
"Research Collection of John Longino",1,5.42904080792814e-07,"derep","Any location",0.999966339946991
"Research Collection of Joop Schaffers",1,5.42904080792814e-07,"derep","Any location",0.999966882851072
"Research Collection of Jordi Dantart",1,5.42904080792814e-07,"derep","Any location",0.999967425755152
"Research Collection of Jorma Lilja",1,5.42904080792814e-07,"derep","Any location",0.999967968659233
"Research Collection of Josef Jaros",1,5.42904080792814e-07,"derep","Any location",0.999968511563314
"Research Collection of Juergen Lenz",1,5.42904080792814e-07,"derep","Any location",0.999969054467395
"Research Collection of Kaj Winqvist",1,5.42904080792814e-07,"derep","Any location",0.999969597371476
"Research Collection of Karel Cerny",1,5.42904080792814e-07,"derep","Any location",0.999970140275556
"Research Collection of Kentaro Toyoshima",1,5.42904080792814e-07,"derep","Any location",0.999970683179637
"Research Collection of Luigi Racheli",1,5.42904080792814e-07,"derep","Any location",0.999971226083718
"Research Collection of M. Hull",1,5.42904080792814e-07,"derep","Any location",0.999971768987799
"Research Collection of Marc Meyer",1,5.42904080792814e-07,"derep","Any location",0.99997231189188
"Research Collection of Matthias Seidel",1,5.42904080792814e-07,"derep","Any location",0.99997285479596
"Research Collection of N. Hall",1,5.42904080792814e-07,"derep","Any location",0.999973397700041
"Research Collection of Otto Feldner",1,5.42904080792814e-07,"derep","Any location",0.999973940604122
"Research Collection of P.J. Clarke",1,5.42904080792814e-07,"derep","Any location",0.999974483508203
"Research Collection of Pasquale Trematerra",1,5.42904080792814e-07,"derep","Any location",0.999975026412284
"Research Collection of R. Siloaho",1,5.42904080792814e-07,"derep","Any location",0.999975569316364
"Research Collection of Rainer Busse",1,5.42904080792814e-07,"derep","Any location",0.999976112220445
"Research Collection of Reinhard Gerecke",1,5.42904080792814e-07,"derep","Any location",0.999976655124526
"Research Collection of Ricky Patterson",1,5.42904080792814e-07,"derep","Any location",0.999977198028607
"Research Collection of S. Corver",1,5.42904080792814e-07,"derep","Any location",0.999977740932687
"Research Collection of Sebastien Berhamel",1,5.42904080792814e-07,"derep","Any location",0.999978283836768
"Research Collection of Shen Horn Yen",1,5.42904080792814e-07,"derep","Any location",0.999978826740849
"Research Collection of Thomas Suessmuth",1,5.42904080792814e-07,"derep","Any location",0.99997936964493
"Research Collection of Tim Myles",1,5.42904080792814e-07,"derep","Any location",0.999979912549011
"Research Collection of Tom Sleep",1,5.42904080792814e-07,"derep","Any location",0.999980455453091
"Research Collection of Ulrich Weritz",1,5.42904080792814e-07,"derep","Any location",0.999980998357172
"Research Collection of V. Redondo",1,5.42904080792814e-07,"derep","Any location",0.999981541261253
"Research Collection of Vernon Brou",1,5.42904080792814e-07,"derep","Any location",0.999982084165334
"Research Collection of Victor O. Becker",1,5.42904080792814e-07,"derep","Any location",0.999982627069415
"Research Collection of W. A. Palmer",1,5.42904080792814e-07,"derep","Any location",0.999983169973495
"Research Collection of Witold Zajda",1,5.42904080792814e-07,"derep","Any location",0.999983712877576
"Royal Alberta Museum, Invertebrate Zoology",1,5.42904080792814e-07,"derep","Any location",0.999984255781657
"Russell Cave National Monument",1,5.42904080792814e-07,"derep","Any location",0.999984798685738
"Shiloh National Military Park",1,5.42904080792814e-07,"derep","Any location",0.999985341589819
"Tarim University",1,5.42904080792814e-07,"derep","Any location",0.999985884493899
"Tasmanian Government, Dept of Primary Industries, Parks, Water and Environment",1,5.42904080792814e-07,"derep","Any location",0.99998642739798
"Texas A&M University, Dept of Entomology, USA",1,5.42904080792814e-07,"derep","Any location",0.999986970302061
"The National Human Genome Research Institute",1,5.42904080792814e-07,"derep","Any location",0.999987513206142
"Transvaal Museum of Natural History",1,5.42904080792814e-07,"derep","Any location",0.999988056110223
"United States Department of Agriculture, Systematic Entomology Lab",1,5.42904080792814e-07,"derep","Any location",0.999988599014303
"Universidad Michoacana de San Nicolas de Hidalgo",1,5.42904080792814e-07,"derep","Any location",0.999989141918384
"Universidad Nacional Mayor de San Marcos",1,5.42904080792814e-07,"derep","Any location",0.999989684822465
"Universidade dos Acores",1,5.42904080792814e-07,"derep","Any location",0.999990227726546
"Universidade Federal de Mato Grosso",1,5.42904080792814e-07,"derep","Any location",0.999990770630626
"Universiti Brunei Darussalam, Herbarium",1,5.42904080792814e-07,"derep","Any location",0.999991313534707
"University of British Columbia, Private Collection",1,5.42904080792814e-07,"derep","Any location",0.999991856438788
"University of Calgary",1,5.42904080792814e-07,"derep","Any location",0.999992399342869
"University of Central Florida",1,5.42904080792814e-07,"derep","Any location",0.99999294224695
"University of Crete, Natural History Museum",1,5.42904080792814e-07,"derep","Any location",0.99999348515103
"University of Florida",1,5.42904080792814e-07,"derep","Any location",0.999994028055111
"University of Florida, Florida Medical Entomology Laboratory",1,5.42904080792814e-07,"derep","Any location",0.999994570959192
"University of Idaho",1,5.42904080792814e-07,"derep","Any location",0.999995113863273
"University of Kassel",1,5.42904080792814e-07,"derep","Any location",0.999995656767354
"University of Limpopo",1,5.42904080792814e-07,"derep","Any location",0.999996199671434
"University of Tehran, Zoological Museum",1,5.42904080792814e-07,"derep","Any location",0.999996742575515
"University of Vienna",1,5.42904080792814e-07,"derep","Any location",0.999997285479596
"University of Wisconsin Superior, Natural Sciences Department",1,5.42904080792814e-07,"derep","Any location",0.999997828383677
"University of Wroclaw",1,5.42904080792814e-07,"derep","Any location",0.999998371287758
"Vilnius University",1,5.42904080792814e-07,"derep","Any location",0.999998914191838
"Wayne State University",1,5.42904080792814e-07,"derep","Any location",0.999999457095919
"Zoological Museum of Moscow University, Division of Entomology",1,5.42904080792814e-07,"derep","Any location",1
"Centre for Biodiversity Genomics",983209,0.899399369182132,"derep","US|Canada",0.899399369182132
